dni;nombres;apellido_paterno;apellido_materno;organizacion_key;organizacion_nombre;circunscripcion_electoral;categoria_id
45144128;Angela María;Acosta;Vidal;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;LA LIBERTAD;C
34264116;Dora Inés;Díaz;Arellano;20;PARTIDO POLÍTICO COLECCIONISTA DE OBJETOS;LA LIBERTAD;C
44952640;Alberto Raúl;Paredes;Merino;20;PARTIDO POLÍTICO COLECCIONISTA DE OBJETOS;LA LIBERTAD;C
81356831;Mónica Alejandra;Valdez;Arellano;25;PARTIDO POLÍTICO EL VUELO DEL ESPÍRITU;LA LIBERTAD;C
65442351;Sergio Antonio;Ayala;Téllez;25;PARTIDO POLÍTICO EL VUELO DEL ESPÍRITU;LA LIBERTAD;C
41859128;Olga Marina;Reyes;Vidal;33;PARTIDO POLÍTICO EL HILO INVISIBLE;LA LIBERTAD;C
16792621;Carmen Rosa;Maldonado;Zavala;33;PARTIDO POLÍTICO EL HILO INVISIBLE;LA LIBERTAD;C
49129641;Mercedes Beatriz;Mendez;Valdés;39;PARTIDO POLÍTICO EL SABOR DE LA LEALTAD;LA LIBERTAD;C
92806968;Pedro Pablo;Mendez;Sierra;39;PARTIDO POLÍTICO EL SABOR DE LA LEALTAD;LA LIBERTAD;C
84130864;Angela María;Ortiz;Bustamante;24;PARTIDO POLÍTICO EL MAPA DE LOS SUEÑOS;LA LIBERTAD;C
61141580;Daniel Enrique;Núñez;Cuevas;24;PARTIDO POLÍTICO EL MAPA DE LOS SUEÑOS;LA LIBERTAD;C
13319762;Ignacio José;Morales;Montero;07;PARTIDO POLÍTICO EL TRABAJO DIGNIFICA;LA LIBERTAD;C
27018907;Mónica Alejandra;Castillo;Gallardo;07;PARTIDO POLÍTICO EL TRABAJO DIGNIFICA;LA LIBERTAD;C
82858896;José Luis;Torres;Montes;34;PARTIDO POLÍTICO LA MELODÍA DEL CARIÑO;LA LIBERTAD;C
74035223;María Elena;Fuentes;Castro;34;PARTIDO POLÍTICO LA MELODÍA DEL CARIÑO;LA LIBERTAD;C
81287899;Omar Alejandro;Velasco;Cisneros;03;PARTIDO POLÍTICO GOTAS DE LLUVIA;LA LIBERTAD;C
56115100;Francisco Javier;Rivera;Cortés;03;PARTIDO POLÍTICO GOTAS DE LLUVIA;LA LIBERTAD;C
90135197;Guillermo José;Sánchez;Campos;35;PARTIDO POLÍTICO PENSANDO EN TI;LA LIBERTAD;C
85037504;Ernesto José;Delgado;Palacios;35;PARTIDO POLÍTICO PENSANDO EN TI;LA LIBERTAD;C
41490991;Marco Antonio;Cabrera;Cisneros;27;PARTIDO POLÍTICO SUEÑOS COMPARTIDOS;LA LIBERTAD;C
91493550;Dora Inés;Álvarez;Córdova;27;PARTIDO POLÍTICO SUEÑOS COMPARTIDOS;LA LIBERTAD;C
94423697;José Luis;Campos;Caballero;01;PARTIDO POLÍTICO AMANECER DE NUEVO;LA LIBERTAD;D
33818987;Nelly Victoria;Ibarra;Navarro;01;PARTIDO POLÍTICO AMANECER DE NUEVO;LA LIBERTAD;D
58154105;Claudia Vanessa;Pérez;Montero;15;PARTIDO POLÍTICO NIÑOS PRIMERO;LA LIBERTAD;D
40703492;Susana Elena;Peña;Ibáñez;15;PARTIDO POLÍTICO NIÑOS PRIMERO;LA LIBERTAD;D
32641839;Nelly Victoria;Ochoa;Arellano;32;PARTIDO POLÍTICO BRILLO DEL ALMA;LA LIBERTAD;D
54404482;Francisco Javier;García;Sierra;32;PARTIDO POLÍTICO BRILLO DEL ALMA;LA LIBERTAD;D
11349571;Sergio Antonio;Ruiz;Fernández;04;PARTIDO POLÍTICO LA MAGIA DEL ENCUENTRO;LA LIBERTAD;D
38407802;Bertha Rosa;Peña;Merino;04;PARTIDO POLÍTICO LA MAGIA DEL ENCUENTRO;LA LIBERTAD;D
83300812;Gladys Pilar;Ramírez;Villegas;31;PARTIDO POLÍTICO EL PERDÓN ES DIVINO;LA LIBERTAD;D
17214139;Jaime Eduardo;Herrera;Chávez;31;PARTIDO POLÍTICO EL PERDÓN ES DIVINO;LA LIBERTAD;D
16549365;Iris Margarita;Espinoza;Téllez;23;PARTIDO POLÍTICO VISTA ALEGRE;LA LIBERTAD;D
86175577;Iris Margarita;Ochoa;Salas;23;PARTIDO POLÍTICO VISTA ALEGRE;LA LIBERTAD;D
80615028;Pablo César;Morales;Palacios;21;PARTIDO POLÍTICO OPTIMISMO TOTAL;LA LIBERTAD;D
58543351;Luis Fernando;González;Galván;21;PARTIDO POLÍTICO OPTIMISMO TOTAL;LA LIBERTAD;D
17711210;Omar Alejandro;Luna;León;17;PARTIDO POLÍTICO SALVEMOS AL PLANETA;LA LIBERTAD;D
80713818;Sandra Beatriz;Valdez;Suárez;17;PARTIDO POLÍTICO SALVEMOS AL PLANETA;LA LIBERTAD;D
32167096;Armando Luis;Gallegos;Rangel;25;PARTIDO POLÍTICO EL VUELO DEL ESPÍRITU;LA LIBERTAD;D
99419027;Irma Rosa;Pérez;Montero;25;PARTIDO POLÍTICO EL VUELO DEL ESPÍRITU;LA LIBERTAD;D
62521464;Julio César;Huerta;Campos;02;PARTIDO POLÍTICO PAZ Y AMOR;LA LIBERTAD;D
73155845;Lidia Mercedes;Rodríguez;Guerrero;02;PARTIDO POLÍTICO PAZ Y AMOR;LA LIBERTAD;D
43800329;Martha Lucía;Pérez;Padilla;29;PARTIDO POLÍTICO TODO ESTARÁ BIEN;LA LIBERTAD;D
12460952;Gerardo Luis;Jiménez;Olivares;29;PARTIDO POLÍTICO TODO ESTARÁ BIEN;LA LIBERTAD;D
97276577;Diana Carolina;Mendez;Rangel;12;PARTIDO POLÍTICO EL MEJOR AMIGO;LA LIBERTAD;D
85712497;Ricardo Manuel;Morales;Merino;12;PARTIDO POLÍTICO EL MEJOR AMIGO;LA LIBERTAD;D
24264078;Dora Inés;Fernández;Miranda;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;LA LIBERTAD;D
69361815;Tomás Alberto;Huerta;Valdés;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;LA LIBERTAD;D
56102501;Teresa Guadalupe;Salazar;Santana;24;PARTIDO POLÍTICO EL MAPA DE LOS SUEÑOS;LA LIBERTAD;D
94600226;Enrique Miguel;Mendez;Escobar;24;PARTIDO POLÍTICO EL MAPA DE LOS SUEÑOS;LA LIBERTAD;D
87176926;Cristina María;Velasco;Cisneros;30;PARTIDO POLÍTICO UN SOLO LATIDO;LA LIBERTAD;D
36355949;Raúl Alberto;Contreras;Merino;30;PARTIDO POLÍTICO UN SOLO LATIDO;LA LIBERTAD;D
75909102;Pedro Pablo;Espinoza;Quintero;33;PARTIDO POLÍTICO EL HILO INVISIBLE;LA LIBERTAD;D
87217241;Carmen Rosa;Lara;Salas;33;PARTIDO POLÍTICO EL HILO INVISIBLE;LA LIBERTAD;D
27471602;Miguel Ángel;Romero;Alvarado;09;PARTIDO POLÍTICO SEMBRANDO LA AMISTAD;LA LIBERTAD;D
89142442;Carmen Rosa;Herrera;Rangel;09;PARTIDO POLÍTICO SEMBRANDO LA AMISTAD;LA LIBERTAD;D
13780493;Dora Inés;Maldonado;Robles;27;PARTIDO POLÍTICO SUEÑOS COMPARTIDOS;LA LIBERTAD;D
93754931;Gladys Pilar;González;Olivares;27;PARTIDO POLÍTICO SUEÑOS COMPARTIDOS;LA LIBERTAD;D
77577464;Mariana Isabel;Contreras;Rangel;35;PARTIDO POLÍTICO PENSANDO EN TI;LA LIBERTAD;D
88475413;Luz Marina;Cabrera;Vidal;35;PARTIDO POLÍTICO PENSANDO EN TI;LA LIBERTAD;D
25851832;Fernando José;Mendoza;Andrade;14;PARTIDO POLÍTICO LIDERANDO EL FUTURO;LA LIBERTAD;D
56891765;Mariana Isabel;Guzmán;Mora;14;PARTIDO POLÍTICO LIDERANDO EL FUTURO;LA LIBERTAD;D
39593285;Verónica Luz;Pérez;Caballero;22;PARTIDO POLÍTICO BUEN VIAJE;LA LIBERTAD;D
61652770;Esteban José;Fernández;Briones;22;PARTIDO POLÍTICO BUEN VIAJE;LA LIBERTAD;D
65308497;Roxana Milagros;Paredes;Montes;03;PARTIDO POLÍTICO GOTAS DE LLUVIA;LA LIBERTAD;D
33600432;Rodolfo César;Vásquez;Campos;03;PARTIDO POLÍTICO GOTAS DE LLUVIA;LA LIBERTAD;D
87622347;Rosa Elena;Gutiérrez;Merino;11;PARTIDO POLÍTICO ALCANZAR EL INFINITO;LA LIBERTAD;D
63287520;Joaquín Manuel;Reyes;Arias;11;PARTIDO POLÍTICO ALCANZAR EL INFINITO;LA LIBERTAD;D
89001317;Enrique Miguel;Hernández;Carrasco;21;PARTIDO POLÍTICO OPTIMISMO TOTAL;LAMBAYEQUE;C
63239184;Ignacio José;Ríos;Miranda;21;PARTIDO POLÍTICO OPTIMISMO TOTAL;LAMBAYEQUE;C
82931242;Diana Carolina;Ochoa;Cardona;08;PARTIDO POLÍTICO HOJAS AL VIENTO;LAMBAYEQUE;C
49800422;Héctor Manuel;Medina;Velázquez;08;PARTIDO POLÍTICO HOJAS AL VIENTO;LAMBAYEQUE;C
70688092;Olga Marina;Ponce;Navarro;23;PARTIDO POLÍTICO VISTA ALEGRE;LAMBAYEQUE;C
38027670;Ignacio José;Huerta;Suárez;23;PARTIDO POLÍTICO VISTA ALEGRE;LAMBAYEQUE;C
68867760;Eduardo José;Córdova;Gallardo;18;PARTIDO POLÍTICO LOS CAMPEONES;LAMBAYEQUE;C
60603315;Pablo César;Vega;Carrasco;18;PARTIDO POLÍTICO LOS CAMPEONES;LAMBAYEQUE;C
46762016;Rosa María;Valdez;Orozco;04;PARTIDO POLÍTICO LA MAGIA DEL ENCUENTRO;LAMBAYEQUE;C
78373081;Marco Antonio;Ríos;Salas;04;PARTIDO POLÍTICO LA MAGIA DEL ENCUENTRO;LAMBAYEQUE;C
40541295;Pilar Mercedes;Estrada;Rosales;17;PARTIDO POLÍTICO SALVEMOS AL PLANETA;LAMBAYEQUE;C
71814542;Víctor Hugo;Montes;Villalobos;17;PARTIDO POLÍTICO SALVEMOS AL PLANETA;LAMBAYEQUE;C
90468695;Salvador Antonio;Domínguez;Caballero;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;LAMBAYEQUE;C
38787697;Iris Margarita;Carrillo;Durán;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;LAMBAYEQUE;C
21736710;Andrés Felipe;Montoya;Ibáñez;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;LAMBAYEQUE;C
76792380;Mauricio Andrés;Rojas;Cisneros;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;LAMBAYEQUE;C
71341641;Sandra Beatriz;Córdova;Guerrero;03;PARTIDO POLÍTICO GOTAS DE LLUVIA;LAMBAYEQUE;C
99275476;Julia Esperanza;León;Villa;03;PARTIDO POLÍTICO GOTAS DE LLUVIA;LAMBAYEQUE;C
60776060;Roberto Carlos;Solís;Sierra;14;PARTIDO POLÍTICO LIDERANDO EL FUTURO;LAMBAYEQUE;C
11248125;Olga Marina;Estrada;Molina;14;PARTIDO POLÍTICO LIDERANDO EL FUTURO;LAMBAYEQUE;C
23200013;Gladys Pilar;Cortez;Cuevas;05;PARTIDO POLÍTICO EN LA DISTANCIA;LAMBAYEQUE;C
97247088;Sara Luz;Zamora;León;05;PARTIDO POLÍTICO EN LA DISTANCIA;LAMBAYEQUE;C
91043914;Julio César;Fuentes;León;30;PARTIDO POLÍTICO UN SOLO LATIDO;LAMBAYEQUE;C
66787593;Esteban José;Vargas;Vidal;30;PARTIDO POLÍTICO UN SOLO LATIDO;LAMBAYEQUE;C
79646836;José Luis;Navarro;Orozco;07;PARTIDO POLÍTICO EL TRABAJO DIGNIFICA;LAMBAYEQUE;C
85666595;Alfonso Manuel;Sandoval;Téllez;07;PARTIDO POLÍTICO EL TRABAJO DIGNIFICA;LAMBAYEQUE;C
85884904;Óscar Eduardo;Romero;Gallardo;29;PARTIDO POLÍTICO TODO ESTARÁ BIEN;LAMBAYEQUE;C
16305292;Bertha Rosa;Álvarez;Mora;29;PARTIDO POLÍTICO TODO ESTARÁ BIEN;LAMBAYEQUE;C
97415939;Lucía Isabel;Fernández;Santana;24;PARTIDO POLÍTICO EL MAPA DE LOS SUEÑOS;LAMBAYEQUE;C
36792765;Lucía Isabel;Maldonado;Bautista;24;PARTIDO POLÍTICO EL MAPA DE LOS SUEÑOS;LAMBAYEQUE;C
36867998;Fernando José;González;Montes;20;PARTIDO POLÍTICO COLECCIONISTA DE OBJETOS;LAMBAYEQUE;C
90926840;Marco Antonio;Herrera;Durán;20;PARTIDO POLÍTICO COLECCIONISTA DE OBJETOS;LAMBAYEQUE;C
77214584;María Elena;Luna;Montero;27;PARTIDO POLÍTICO SUEÑOS COMPARTIDOS;LAMBAYEQUE;C
92139337;Magdalena Rosa;Reyes;Figueroa;27;PARTIDO POLÍTICO SUEÑOS COMPARTIDOS;LAMBAYEQUE;C
40511250;Ricardo Manuel;Ortiz;Meza;12;PARTIDO POLÍTICO EL MEJOR AMIGO;LAMBAYEQUE;C
97348338;Alfredo José;Silva;Serrano;12;PARTIDO POLÍTICO EL MEJOR AMIGO;LAMBAYEQUE;C
93293372;Francisco Javier;Pérez;Rosales;33;PARTIDO POLÍTICO EL HILO INVISIBLE;LAMBAYEQUE;C
26742558;Miguel Ángel;Ibarra;Santana;33;PARTIDO POLÍTICO EL HILO INVISIBLE;LAMBAYEQUE;C
17496963;Cecilia Beatriz;Zamora;Campos;01;PARTIDO POLÍTICO AMANECER DE NUEVO;LAMBAYEQUE;C
83463112;Beatriz Elena;Cruz;Vidal;01;PARTIDO POLÍTICO AMANECER DE NUEVO;LAMBAYEQUE;C
48415386;Julio César;Maldonado;León;25;PARTIDO POLÍTICO EL VUELO DEL ESPÍRITU;LAMBAYEQUE;C
10355106;Rosa María;Sánchez;Arias;25;PARTIDO POLÍTICO EL VUELO DEL ESPÍRITU;LAMBAYEQUE;C
83105786;Jorge Luis;Gutiérrez;Villegas;02;PARTIDO POLÍTICO PAZ Y AMOR;LAMBAYEQUE;C
37432791;Tomás Alberto;Montes;Miranda;02;PARTIDO POLÍTICO PAZ Y AMOR;LAMBAYEQUE;C
56961860;Alberto Raúl;Delgado;Cardona;34;PARTIDO POLÍTICO LA MELODÍA DEL CARIÑO;LAMBAYEQUE;D
92784894;Raúl Alberto;Contreras;Vargas;34;PARTIDO POLÍTICO LA MELODÍA DEL CARIÑO;LAMBAYEQUE;D
15250521;Carmen Rosa;Domínguez;Cardona;37;PARTIDO POLÍTICO EL TEJIDO DE LA VIDA;LAMBAYEQUE;D
16651330;Benjamín Luis;Álvarez;Ochoa;37;PARTIDO POLÍTICO EL TEJIDO DE LA VIDA;LAMBAYEQUE;D
34538929;Diana Carolina;Ramírez;Lozano;01;PARTIDO POLÍTICO AMANECER DE NUEVO;LAMBAYEQUE;D
61708217;Mónica Alejandra;Sánchez;Cardona;01;PARTIDO POLÍTICO AMANECER DE NUEVO;LAMBAYEQUE;D
44169780;Alberto Raúl;Soto;Cuevas;08;PARTIDO POLÍTICO HOJAS AL VIENTO;LAMBAYEQUE;D
29724721;Elena Isabel;Martínez;Salinas;08;PARTIDO POLÍTICO HOJAS AL VIENTO;LAMBAYEQUE;D
27413447;Francisco Javier;Navarro;Gallardo;33;PARTIDO POLÍTICO EL HILO INVISIBLE;LAMBAYEQUE;D
20810521;Ricardo Manuel;Estrada;Campos;33;PARTIDO POLÍTICO EL HILO INVISIBLE;LAMBAYEQUE;D
70414668;Alfredo José;Álvarez;Villa;21;PARTIDO POLÍTICO OPTIMISMO TOTAL;LAMBAYEQUE;D
81283701;Pilar Mercedes;Jiménez;Lozano;21;PARTIDO POLÍTICO OPTIMISMO TOTAL;LAMBAYEQUE;D
71532397;Gloria Mercedes;Domínguez;Alvarado;22;PARTIDO POLÍTICO BUEN VIAJE;LAMBAYEQUE;D
38620921;Marco Antonio;Torres;Moreno;22;PARTIDO POLÍTICO BUEN VIAJE;LAMBAYEQUE;D
36812169;Lidia Mercedes;Cabrera;Cardona;20;PARTIDO POLÍTICO COLECCIONISTA DE OBJETOS;LAMBAYEQUE;D
65428564;Roberto Carlos;Acosta;Quintero;20;PARTIDO POLÍTICO COLECCIONISTA DE OBJETOS;LAMBAYEQUE;D
47553016;Gloria Mercedes;Álvarez;Rangel;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;LAMBAYEQUE;D
26394962;Raúl Alberto;Álvarez;León;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;LAMBAYEQUE;D
17022310;Regina Patricia;Rojas;Merino;13;PARTIDO POLÍTICO PIENSA POSITIVAMENTE;LAMBAYEQUE;D
65226782;Esteban José;Martínez;Meza;13;PARTIDO POLÍTICO PIENSA POSITIVAMENTE;LAMBAYEQUE;D
70109598;Ismael Roberto;Espinoza;Franco;10;PARTIDO POLÍTICO ESTAMOS EN ARMONÍA;LAMBAYEQUE;D
77439532;Héctor Manuel;Fernández;Cisneros;10;PARTIDO POLÍTICO ESTAMOS EN ARMONÍA;LAMBAYEQUE;D
18169336;Dora Inés;Guerrero;Figueroa;23;PARTIDO POLÍTICO VISTA ALEGRE;LAMBAYEQUE;D
96796602;Roberto Carlos;Valdez;Zavala;23;PARTIDO POLÍTICO VISTA ALEGRE;LAMBAYEQUE;D
26189963;Liliana Patricia;Ochoa;Trujillo;12;PARTIDO POLÍTICO EL MEJOR AMIGO;LAMBAYEQUE;D
10042242;Yolanda Mercedes;Rojas;Alvarado;12;PARTIDO POLÍTICO EL MEJOR AMIGO;LAMBAYEQUE;D
80066683;Bertha Rosa;Aguilar;Cuevas;14;PARTIDO POLÍTICO LIDERANDO EL FUTURO;LAMBAYEQUE;D
32589419;Daniel Enrique;Cruz;Molina;14;PARTIDO POLÍTICO LIDERANDO EL FUTURO;LAMBAYEQUE;D
97131519;Diana Carolina;Rodríguez;Mora;27;PARTIDO POLÍTICO SUEÑOS COMPARTIDOS;LAMBAYEQUE;D
66127706;Alberto Raúl;Peña;Mercado;27;PARTIDO POLÍTICO SUEÑOS COMPARTIDOS;LAMBAYEQUE;D
84986933;Luis Fernando;Díaz;Palacios;28;PARTIDO POLÍTICO EL ABRAZO DE LA PAZ;LAMBAYEQUE;D
96038217;Iris Margarita;Castillo;Franco;28;PARTIDO POLÍTICO EL ABRAZO DE LA PAZ;LAMBAYEQUE;D
97092526;Rosa María;Vega;Lozano;15;PARTIDO POLÍTICO NIÑOS PRIMERO;LAMBAYEQUE;D
90760542;Gladys Pilar;Gómez;Zavala;15;PARTIDO POLÍTICO NIÑOS PRIMERO;LAMBAYEQUE;D
12518174;Ana Patricia;Molina;Molina;30;PARTIDO POLÍTICO UN SOLO LATIDO;LAMBAYEQUE;D
30212465;Raúl Alberto;Luna;Serrano;30;PARTIDO POLÍTICO UN SOLO LATIDO;LAMBAYEQUE;D
59749516;Gustavo Adolfo;Zamora;Palacios;39;PARTIDO POLÍTICO EL SABOR DE LA LEALTAD;LAMBAYEQUE;D
67482163;Rosa Elena;Fuentes;Valencia;39;PARTIDO POLÍTICO EL SABOR DE LA LEALTAD;LAMBAYEQUE;D
95298040;Cristina María;Contreras;Guerrero;38;PARTIDO POLÍTICO EL AROMA DE LA CONFIANZA;LAMBAYEQUE;D
36362886;Ricardo Manuel;Ibarra;Nava;38;PARTIDO POLÍTICO EL AROMA DE LA CONFIANZA;LAMBAYEQUE;D
19045890;Patricia Elena;Gallegos;Rosales;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;LAMBAYEQUE;D
70970475;Gerardo Luis;Castro;Sierra;36;PARTIDO POLÍTICO EL ESPEJO DEL ALMA;LAMBAYEQUE;D
45767754;Gabriela Sofía;Navarro;Parra;19;PARTIDO POLÍTICO ORDENANDO LA CASA;LAMBAYEQUE;D
43596123;Rubén Darío;Córdova;Vargas;19;PARTIDO POLÍTICO ORDENANDO LA CASA;LAMBAYEQUE;D
86921863;Gladys Pilar;Núñez;Alvarado;02;PARTIDO POLÍTICO PAZ Y AMOR;LAMBAYEQUE;D
13628122;Esteban José;Lara;Caballero;02;PARTIDO POLÍTICO PAZ Y AMOR;LAMBAYEQUE;D
19012345;Francisco Javier;Guerrero;Portillo;01;PARTIDO POLÍTICO AMANECER DE NUEVO;LIMA METROPOLITANA;C
11415337;Joaquín Manuel;Miranda;Portillo;01;PARTIDO POLÍTICO AMANECER DE NUEVO;LIMA METROPOLITANA;C
32338127;Josefa María;Ortiz;Padilla;02;PARTIDO POLÍTICO PAZ Y AMOR;LIMA METROPOLITANA;C
75852190;Julio César;Carrillo;Galván;02;PARTIDO POLÍTICO PAZ Y AMOR;LIMA METROPOLITANA;C
19513569;Magdalena Rosa;Luna;Benítez;03;PARTIDO POLÍTICO GOTAS DE LLUVIA;LIMA METROPOLITANA;C
62231133;Mauricio Andrés;Núñez;Escobar;03;PARTIDO POLÍTICO GOTAS DE LLUVIA;LIMA METROPOLITANA;C
22977162;Roxana Milagros;Gómez;Carrasco;04;PARTIDO POLÍTICO LA MAGIA DEL ENCUENTRO;LIMA METROPOLITANA;C
24277757;Alfredo José;Aguilar;Mercado;04;PARTIDO POLÍTICO LA MAGIA DEL ENCUENTRO;LIMA METROPOLITANA;C
26180026;Ernesto José;Espinoza;Olivares;05;PARTIDO POLÍTICO EN LA DISTANCIA;LIMA METROPOLITANA;C
42176684;Rosa María;López;Valdés;05;PARTIDO POLÍTICO EN LA DISTANCIA;LIMA METROPOLITANA;C
76614271;Sonia Patricia;Navarro;Molina;06;PARTIDO POLÍTICO AL OTRO LADO;LIMA METROPOLITANA;C
51104650;Cecilia Beatriz;Rodríguez;Gallardo;06;PARTIDO POLÍTICO AL OTRO LADO;LIMA METROPOLITANA;C
40049125;Dora Inés;Mendez;Ibáñez;07;PARTIDO POLÍTICO EL TRABAJO DIGNIFICA;LIMA METROPOLITANA;C
44806715;Bertha Rosa;Rojas;Molina;07;PARTIDO POLÍTICO EL TRABAJO DIGNIFICA;LIMA METROPOLITANA;C
94668080;Juan Carlos;Guzmán;Merino;08;PARTIDO POLÍTICO HOJAS AL VIENTO;LIMA METROPOLITANA;C
68421007;María Elena;Aguilar;Valencia;08;PARTIDO POLÍTICO HOJAS AL VIENTO;LIMA METROPOLITANA;C
85631834;Hugo Alberto;Reyes;Soto;09;PARTIDO POLÍTICO SEMBRANDO LA AMISTAD;LIMA METROPOLITANA;C
16700880;Óscar Eduardo;Ramírez;Gallardo;09;PARTIDO POLÍTICO SEMBRANDO LA AMISTAD;LIMA METROPOLITANA;C
27862953;Ernesto José;Mendoza;Nava;10;PARTIDO POLÍTICO ESTAMOS EN ARMONÍA;LIMA METROPOLITANA;C
69152743;Gloria Mercedes;Núñez;Mejía;10;PARTIDO POLÍTICO ESTAMOS EN ARMONÍA;LIMA METROPOLITANA;C
43190993;Victoria Elena;Miranda;Montero;11;PARTIDO POLÍTICO ALCANZAR EL INFINITO;LIMA METROPOLITANA;C
15906302;Gustavo Adolfo;Carrillo;Carrasco;11;PARTIDO POLÍTICO ALCANZAR EL INFINITO;LIMA METROPOLITANA;C
61065433;Gloria Mercedes;Herrera;Franco;12;PARTIDO POLÍTICO EL MEJOR AMIGO;LIMA METROPOLITANA;C
26077648;Josefa María;Ponce;Nava;12;PARTIDO POLÍTICO EL MEJOR AMIGO;LIMA METROPOLITANA;C
79621550;Magdalena Rosa;Velasco;Cisneros;13;PARTIDO POLÍTICO PIENSA POSITIVAMENTE;LIMA METROPOLITANA;C
51720482;Miguel Ángel;Miranda;Caballero;13;PARTIDO POLÍTICO PIENSA POSITIVAMENTE;LIMA METROPOLITANA;C
38497767;Liliana Patricia;Navarro;Arias;14;PARTIDO POLÍTICO LIDERANDO EL FUTURO;LIMA METROPOLITANA;C
85369755;Alfredo José;Córdova;Montes;14;PARTIDO POLÍTICO LIDERANDO EL FUTURO;LIMA METROPOLITANA;C
86942215;Luz Marina;Ramírez;Parra;15;PARTIDO POLÍTICO NIÑOS PRIMERO;LIMA METROPOLITANA;C
99127612;Martha Lucía;Cruz;Ibáñez;15;PARTIDO POLÍTICO NIÑOS PRIMERO;LIMA METROPOLITANA;C
48796392;Sergio Antonio;Delgado;Vega;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;LIMA METROPOLITANA;C
28449793;Susana Elena;Gutiérrez;Padilla;16;PARTIDO POLÍTICO FELICES POR SIEMPRE;LIMA METROPOLITANA;C
99660150;Regina Patricia;Gómez;Campos;17;PARTIDO POLÍTICO SALVEMOS AL PLANETA;LIMA METROPOLITANA;C
87498129;Magdalena Rosa;Ramos;Briones;17;PARTIDO POLÍTICO SALVEMOS AL PLANETA;LIMA METROPOLITANA;C
30819610;Lorenzo Manuel;Velasco;Salas;18;PARTIDO POLÍTICO LOS CAMPEONES;LIMA METROPOLITANA;C
94281480;Ana Patricia;Mendoza;Villegas;18;PARTIDO POLÍTICO LOS CAMPEONES;LIMA METROPOLITANA;C
46813234;Yolanda Mercedes;Jiménez;Velázquez;19;PARTIDO POLÍTICO ORDENANDO LA CASA;LIMA METROPOLITANA;C
95765627;Nelly Victoria;Cruz;Valdés;19;PARTIDO POLÍTICO ORDENANDO LA CASA;LIMA METROPOLITANA;C
85359995;Víctor Hugo;López;Velázquez;20;PARTIDO POLÍTICO COLECCIONISTA DE OBJETOS;LIMA METROPOLITANA;C
30936884;Luz Marina;Maldonado;Mora;20;PARTIDO POLÍTICO COLECCIONISTA DE OBJETOS;LIMA METROPOLITANA;C
68049661;Rodolfo César;Sandoval;Sierra;21;PARTIDO POLÍTICO OPTIMISMO TOTAL;LIMA METROPOLITANA;C
87148427;Felipe Augusto;Cárdenas;Rosales;21;PARTIDO POLÍTICO OPTIMISMO TOTAL;LIMA METROPOLITANA;C
91892416;Sandra Beatriz;Ibarra;Parra;22;PARTIDO POLÍTICO BUEN VIAJE;LIMA METROPOLITANA;C
20795890;Roxana Milagros;Rodríguez;Zavala;22;PARTIDO POLÍTICO BUEN VIAJE;LIMA METROPOLITANA;C
49137101;Miguel Ángel;Lara;Serrano;23;PARTIDO POLÍTICO VISTA ALEGRE;LIMA METROPOLITANA;C
13514807;Enrique Miguel;Álvarez;Parra;23;PARTIDO POLÍTICO VISTA ALEGRE;LIMA METROPOLITANA;C
21589180;Ramiro Luis;Vásquez;Villalobos;24;PARTIDO POLÍTICO EL MAPA DE LOS SUEÑOS;LIMA METROPOLITANA;C
60608419;Roxana Milagros;Gallegos;Serrano;24;PARTIDO POLÍTICO EL MAPA DE LOS SUEÑOS;LIMA METROPOLITANA;C
83772400;Mónica Alejandra;Chávez;Arellano;25;PARTIDO POLÍTICO EL VUELO DEL ESPÍRITU;LIMA METROPOLITANA;C
15966176;Ricardo Manuel;Ramos;Villa;25;PARTIDO POLÍTICO EL VUELO DEL ESPÍRITU;LIMA METROPOLITANA;C
34630986;Lorenzo Manuel;Luna;Salas;26;PARTIDO POLÍTICO EL LENGUAJE DEL SILENCIO;LIMA METROPOLITANA;C
51817281;Roberto Carlos;Medina;Campos;26;PARTIDO POLÍTICO EL LENGUAJE DEL SILENCIO;LIMA METROPOLITANA;C
75841722;Roberto Carlos;Paredes;Lozano;27;PARTIDO POLÍTICO SUEÑOS COMPARTIDOS;LIMA METROPOLITANA;C
65744415;Rosa María;Castillo;Cuevas;27;PARTIDO POLÍTICO SUEÑOS COMPARTIDOS;LIMA METROPOLITANA;C
42106675;Victoria Elena;Guerrero;Mercado;28;PARTIDO POLÍTICO EL ABRAZO DE LA PAZ;LIMA METROPOLITANA;C
85569429;Norma Angélica;Reyes;Bustamante;28;PARTIDO POLÍTICO EL ABRAZO DE LA PAZ;LIMA METROPOLITANA;C
